品目コード,品名,MKライン,MK流量(㎏/h),FKライン,FK流量(㎏/h),KOライン,KO流量(㎏/h),"KOスライス
ノズルサイズ","KOS使用
段ボール",一般マーガリン製品,プレミアムスター製品,MK特殊品,ファットスプレッド製品,KOスライス製品,エレバール,エレバールFB　Ⅱ,FHシリーズ,ランディ,アロマゴールド,アロマーデソフト,ジェネルー,バター,バレット,リス,ＳＯＺＡ　Ｙ,ネオシュー,ｿｼｴﾙｼﾘｰｽﾞ,アレルゲン,(一般マーガリンのみ)区分,色,香料,乳化剤,塩,窒素ガス,荷姿,バッチ制限,1品種Nバッチ,特記事項
25105321830,ﾏﾙｼｴBL7(S),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-2-1,×,○,○,無し,×,段,×,×,
25105321870,ﾏﾙｼｴBL7(H),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-2-1,×,○,○,無し,×,段,×,×,
25105721830,ND10(S),○,4000,○,3200,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-2,○,○,○,普通,○,段,×,×,
25105721870,ND10(H),○,4000,○,3200,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-2,○,○,○,普通,○,段,×,×,
25106221830,ｱﾛﾏｽﾀ-(S),限定,3500,×,-,×,-,×,-,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,Pｽﾀｰ,○,○,○,普通,×,段,×,×,
25106221870,ｱﾛﾏｽﾀ-(H),限定,3500,×,-,×,-,×,-,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,Pｽﾀｰ,○,○,○,普通,×,段,×,×,
25107621810,ﾈｵｸﾘ-ﾐ-G-TL(SS),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,MK限定
25107621830,ﾈｵｸﾘ-ﾐ-G-TL(S),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,MK限定
25107621850,ﾈｵｸﾘ-ﾐ-G-TL(M),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,MK限定
25107621870,ﾈｵｸﾘ-ﾐ-G-TL(H),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,MK限定
25108021830,ﾏﾙｼｴﾌﾞﾙﾀｰﾆﾕ20(10K)S,○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-1,○,○,○,無し,×,段,1,×,1日1ﾊﾞｯﾁ上限連続不可
25108021850,ﾏﾙｼｴﾌﾞﾙﾀｰﾆﾕ20(10K)M,○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-1,○,○,○,無し,×,段,1,×,1日1ﾊﾞｯﾁ上限連続不可
25109621830,ｱﾛﾏ-ﾃﾞｿﾌﾄ(S),○,4000,○,3200,×,-,×,-,○,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,B,最終,×,×,×,普通,×,段,×,×,MK or FK最終限定、前ﾊﾞｯﾁに規制はない
25109621850,ｱﾛﾏ-ﾃﾞｿﾌﾄ(M),○,4000,○,3200,×,-,×,-,○,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,B,最終,×,×,×,普通,×,段,×,×,MK or FK最終限定、前ﾊﾞｯﾁに規制はない
25109621870,ｱﾛﾏ-ﾃﾞｿﾌﾄ(H),○,4000,○,3200,×,-,×,-,○,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,B,最終,×,×,×,普通,×,段,×,×,MK or FK最終限定、前ﾊﾞｯﾁに規制はない
25109721830,ﾊｲｿﾌﾄQ-Y(S),○,4000,○,3200,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,初回,×,×,×,普通,○,段,×,×,次ﾊﾞｯﾁにND10・ｿﾌﾄﾌｧｲﾝ・ｿﾌﾄｽﾍﾟｼｬﾙを組めない場合洗浄
25111921830,ﾈｵｸﾘ-ﾐ-(ﾊﾁﾐﾂ) (S),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,最終,○,○,○,普通,×,段,×,×,
25111921850,ﾈｵｸﾘ-ﾐ-(ﾊﾁﾐﾂ) (M),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,最終,○,○,○,普通,×,段,×,×,
25111921870,ﾈｵｸﾘ-ﾐ-(ﾊﾁﾐﾂ) (H),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,最終,○,○,○,普通,×,段,×,×,
25112400020,ﾌｱﾝｼ- ｿﾌﾄ 9X2 (2),○,3200,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-1,○,○,○,高,×,缶,×,×,荷姿；缶で一般マーガリン
25112400030,ﾌｱﾝｼ- ｿﾌﾄ 9X2 (3),○,3200,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-1,○,○,○,高,×,缶,×,×,荷姿；缶で一般マーガリン
25112400040,ﾌｱﾝｼ- ｿﾌﾄ 9X2 (4),○,3200,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-1,○,○,○,高,×,缶,×,×,荷姿；缶で一般マーガリン
25112400050,ﾌｱﾝｼ- ｿﾌﾄ 9X2 (5),○,3200,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-1,○,○,○,高,×,缶,×,×,荷姿；缶で一般マーガリン
25112400060,ﾌｱﾝｼ- ｿﾌﾄ 9X2 (6),○,3200,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-1,○,○,○,高,×,缶,×,×,荷姿；缶で一般マーガリン
25113522040,ﾛﾘｱﾝCSK (4),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-3,○,○,○,低,×,段,×,×,
25113621830,FPV(S),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-2,×,○,○,無し,×,段,×,×,
25113621850,FPV(M),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-2,×,○,○,無し,×,段,×,×,
25113621870,FPV(H),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-2,×,○,○,無し,×,段,×,×,
25113721830,ｼﾞﾖﾆ-7(ﾑ)-AF(S),○,4000,×,-,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-2,○,○,○,低,×,段,×,×,
25113721850,ｼﾞﾖﾆ-7(ﾑ)-AF(M),○,4000,×,-,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-2,○,○,○,低,×,段,×,×,
25113721870,ｼﾞﾖﾆ-7(ﾑ)-AF(H),○,4000,×,-,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-2,○,○,○,低,×,段,×,×,
25115421830,ﾛﾜ-ﾙｿﾌﾄ-TL(S),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,
25115421850,ﾛﾜ-ﾙｿﾌﾄ-TL(M),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,
25115421870,ﾛﾜ-ﾙｿﾌﾄ-TL(H),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-4,○,○,○,高,×,段,×,×,"流量1/2(2,000㎏/h)　KO限定"
25115521830,ﾈｵｸﾘ-ﾐ-DX-TL(S),×,-,×,-,限定,2000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,"流量1/2(2,000㎏/h)　KO限定"
25115521850,ﾈｵｸﾘ-ﾐ-DX-TL(M),×,-,×,-,限定,2000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,"流量1/2(2,000㎏/h)　KO限定"
25115521870,ﾈｵｸﾘ-ﾐ-DX-TL(H),×,-,×,-,限定,2000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,"流量1/2(2,000㎏/h)　KO限定"
25115611020,ﾛﾜ-ﾙｿﾌﾄ 9X2 (2),○,3200,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,缶,×,×,荷姿；缶で一般マーガリン
25115611030,ﾛﾜ-ﾙｿﾌﾄ 9X2 (3),○,3200,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,缶,×,×,荷姿；缶で一般マーガリン
25115611040,ﾛﾜ-ﾙｿﾌﾄ 9X2 (4),○,3200,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,缶,×,×,荷姿；缶で一般マーガリン
25115611050,ﾛﾜ-ﾙｿﾌﾄ 9X2 (5),○,3200,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,缶,×,×,荷姿；缶で一般マーガリン
25115611060,ﾛﾜ-ﾙｿﾌﾄ 9X2 (6),○,3200,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,缶,×,×,荷姿；缶で一般マーガリン
25117021020,ｺﾞ-ﾙﾄﾞﾀｸﾄTMB (2),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-4,○,○,○,高,×,段,×,×,
25117021030,ｺﾞ-ﾙﾄﾞﾀｸﾄTMB (3),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-4,○,○,○,高,×,段,×,×,
25117021040,ｺﾞ-ﾙﾄﾞﾀｸﾄTMB (4),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-4,○,○,○,高,×,段,×,×,
25117021050,ｺﾞ-ﾙﾄﾞﾀｸﾄTMB (5),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-4,○,○,○,高,×,段,×,×,
25119021830,ﾌﾛｲﾃﾞﾌﾟﾚﾐｱﾑ (S),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25119021870,ﾌﾛｲﾃﾞﾌﾟﾚﾐｱﾑ (H),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25119123850,ﾌﾛｲﾃﾞﾌﾟﾚﾐｱﾑN,○,4000,○,3200,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-2,○,○,○,普通,○,段,×,×,バーコード貼り付けあり。人員都合で公出生産不可。
25119124850,ﾌﾛｲﾃﾞﾌﾟﾚﾐｱﾑN DIR,○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-2,○,○,○,普通,×,段,×,×,バーコード貼り付けあり。人員都合で公出生産不可。
25119621810,ﾌﾛｲﾃﾞﾌﾟﾚﾐｱﾑ PV(SS),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25119621830,ﾌﾛｲﾃﾞﾌﾟﾚﾐｱﾑ PV(S),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25119621850,ﾌﾛｲﾃﾞﾌﾟﾚﾐｱﾑ PV(M),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25119621870,ﾌﾛｲﾃﾞﾌﾟﾚﾐｱﾑ PV(H),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25121621810,ﾛﾜｰﾙｿﾌﾄCPﾌﾟﾚﾐｱﾑ(SS),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,
25121621830,ﾛﾜｰﾙｿﾌﾄCPﾌﾟﾚﾐｱﾑ(S),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,
25121621850,ﾛﾜｰﾙｿﾌﾄCPﾌﾟﾚﾐｱﾑ(M),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,
25121621870,ﾛﾜｰﾙｿﾌﾄCPﾌﾟﾚﾐｱﾑ(H),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,
25121722830,ﾏﾙﾆｼﾛﾏ-ｶﾞﾘﾝ-TL (S),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-1,×,×,○,低,×,段,×,×,
25121722850,ﾏﾙﾆｼﾛﾏ-ｶﾞﾘﾝ-TL (M),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-1,×,×,○,低,×,段,×,×,
25121722870,ﾏﾙﾆｼﾛﾏ-ｶﾞﾘﾝ-TL(H),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-1,×,×,○,低,×,段,×,×,
25121722890,ﾏﾙﾆｼﾛﾏ-ｶﾞﾘﾝ-TL(HH),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-1,×,×,○,低,×,段,×,×,
25122212830,FPﾏ-ｶﾞﾘﾝ(S),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,缶,×,×,荷姿；缶で一般マーガリン。追加人員必要なため公出不可
25122212850,FPﾏ-ｶﾞﾘﾝ(M),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,缶,×,×,荷姿；缶で一般マーガリン。追加人員必要なため公出不可
25122212870,FPﾏ-ｶﾞﾘﾝ(H),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,缶,×,×,荷姿；缶で一般マーガリン。追加人員必要なため公出不可
25123422030,ﾃﾞﾗｯｸｽｺﾞｰﾙﾄﾞ(3),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,
25123422040,ﾃﾞﾗｯｸｽｺﾞｰﾙﾄﾞ(4),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,
25124221020,ﾛﾘｱﾝ 2,○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-3,○,○,○,低,×,段,×,×,
25124223020,ﾛﾘｱﾝ DIR (2),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-3,○,○,○,低,×,段,×,×,ﾃﾝﾊﾟ品の為、倉庫容量を考慮する事。
25124521030,ｼﾞﾔﾈﾂﾄ (3),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,ﾃﾝﾊﾟ品の為、倉庫容量を考慮する事。
25124521040,ｼﾞﾔﾈﾂﾄ (4),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,ﾃﾝﾊﾟ品の為、倉庫容量を考慮する事。
25124521050,ｼﾞﾔﾈﾂﾄ (5),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,ﾃﾝﾊﾟ品の為、倉庫容量を考慮する事。
25124521060,ｼﾞﾔﾈﾂﾄ (6),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,ﾃﾝﾊﾟ品の為、倉庫容量を考慮する事。
25124621030,ﾛﾘｱﾝ-TL(3),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-3,○,○,○,低,×,段,×,×,
25124621040,ﾛﾘｱﾝ-TL(4),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-3,○,○,○,低,×,段,○,×,MKラインのみ2バッチ連続まで。
25124821830,ｼﾞﾖﾆ-7(ﾑ)-TL(S),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-2,○,○,○,低,×,段,×,×,
25124821850,ｼﾞﾖﾆ-7(ﾑ)-TL(M),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-2,○,○,○,低,×,段,×,×,
25124821870,ｼﾞﾖﾆ-7(ﾑ)-TL(H),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-2,○,○,○,低,×,段,×,×,
25124823830,ｼﾞﾖﾆ-7(ﾑ)-TL DIR(S),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-2,○,○,○,低,×,段,×,×,
25124823850,ｼﾞﾖﾆ-7(ﾑ)-TL DIR(M),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-2,○,○,○,低,×,段,×,×,
25125622030,ﾏﾙﾆｼﾛAT-2-TL(32),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-2,×,○,○,無し,×,段,×,×,受注生産で検品する為、月曜日限定　ﾃﾝﾊﾟ品の為、倉庫容量を考慮する事。
25125622040,ﾏﾙﾆｼﾛAT-2-TL(35),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-2,×,○,○,無し,×,段,×,×,受注生産で検品する為、月曜日限定　ﾃﾝﾊﾟ品の為、倉庫容量を考慮する事。
25125622060,ﾏﾙﾆｼﾛAT-2-TL(38),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-2,×,○,○,無し,×,段,×,×,受注生産で検品する為、月曜日限定　ﾃﾝﾊﾟ品の為、倉庫容量を考慮する事。
25127221850,ﾌﾟﾚﾐｱﾑｽﾀ-DX(M),限定,3500,×,-,×,-,×,-,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,Pｽﾀｰ,○,○,○,普通,×,段,×,×,
25127222850,ﾌﾟﾚﾐｱﾑｽﾀ-DX(12.5K)M,限定,3500,×,-,×,-,×,-,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,Pｽﾀｰ,○,○,○,普通,×,段,×,×,
25127223850,ﾌﾟﾚﾐｱﾑｽﾀ-DX(14K)(M),限定,3500,×,-,×,-,×,-,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,Pｽﾀｰ,○,○,○,普通,×,段,×,×,
25129621830,ｱﾛﾏｺﾞ-ﾙﾄﾞ(S),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,○,×,×,○,×,×,×,×,×,B,最終,○,○,○,無し,×,段,×,×,MK or FK最終限定、前ﾊﾞｯﾁは塩無しを組む　土曜日生産NG
25129621870,ｱﾛﾏｺﾞ-ﾙﾄﾞ(H),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,○,×,×,○,×,×,×,×,×,B,最終,○,○,○,無し,×,段,×,×,MK or FK最終限定、前ﾊﾞｯﾁは塩無しを組む　土曜日生産NG
25129621890,ｱﾛﾏｺﾞ-ﾙﾄﾞ(HH),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,○,×,×,○,×,×,×,×,×,B,最終,○,○,○,無し,×,段,×,×,MK or FK最終限定、前ﾊﾞｯﾁは塩無しを組む　土曜日生産NG
25130621830,ｼﾙﾋﾞｱFM-TL(S),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,
25130621850,ｼﾙﾋﾞｱFM-TL(M),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,
25130621870,ｼﾙﾋﾞｱFM-TL(H),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-3,○,○,○,普通,×,段,×,×,
25130722000,ｱﾛﾏｰﾃﾞﾊﾟﾌ9K,×,-,○,2900,○,2900,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,B,最終,○,○,○,普通,×,段,×,×,FK or KO最終限定、初回バッチからネオシューは計画できない
25131821810,ﾌﾟﾚﾐｱﾑﾏ-ｶﾞﾘﾝNA(S),○,4000,×,-,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,初回,○,○,○,無し,○,段,×,×,低水分の為、MK初回限定
25131821830,ﾌﾟﾚﾐｱﾑﾏ-ｶﾞﾘﾝNA(H),○,4000,×,-,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,初回,○,○,○,無し,○,段,×,×,低水分の為、MK初回限定
25131821850,ﾌﾟﾚﾐｱﾑﾏ-ｶﾞﾘﾝNA(HH),○,4000,×,-,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,初回,○,○,○,無し,○,段,×,×,低水分の為、MK初回限定
25134622830,OSKﾏ-ｶﾞﾘﾝ(S),○,4000,○,4000,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25134622870,OSKﾏ-ｶﾞﾘﾝ(H),○,4000,○,4000,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25134921020,ﾎﾟﾜﾛ(2),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25134921030,ﾎﾟﾜﾛ (3),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25134921040,ﾎﾟﾜﾛ (4),○,4000,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
